,unique.code,S_C,S_SC,S_L,S_S,longitude,latitude,year,season,Argentina.sialis,Aristostomias.scintillans,Bathophilus.flemingi,Bathylagoides.wesethi,Bathylagus.pacificus,Brosmophycis.marginata,Ceratoscopelus.townsendi,Chauliodus.macouni,Chromis.punctipinnis,Cololabis.saira,Diogenichthys.atlanticus,Diogenichthys.laternatus,Electrona.risso,Embassichthys.bathybius,Engraulis.mordax,Gempylidae,Girella.nigricans,Glyptocephalus.zachirus,Hemilepidotus.spinosus,Hippoglossina.stomata,Hypsypops.rubicundus,Icichthys.lockingtoni,Idiacanthus.antrostomus,Lampadena.urophaos,Leuroglossus.stilbius,Lipolagus.ochotensis,Loweina.rara,Lyopsetta.exilis,Medialuna.californiensis,Merluccius.productus,Microstoma,Microstomus.pacificus,Nansenia.candida,Nansenia.crassa,Notolychnus.valdiviae,Notoscopelus.resplendens,Ophiodon.elongatus,Oxylebius.pictus,Paralichthys.californicus,Parophrys.vetulus,Peprilus.simillimus,Pleuronichthys.coenosus,Pleuronichthys.decurrens,Pleuronichthys.verticalis,Protomyctophum.crockeri,Psettichthys.melanostictus,Pseudobathylagus.milleri,Sardinops.sagax,Scomber.japonicus,Scorpaenichthys.marmoratus,Sebastes.aurora,Sebastes.diploproa,Sebastes.goodei,Sebastes.jordani,Sebastes.levis,Sebastes.paucispinis,Seriola.lalandi,Sphyraena.argentea,Stenobrachius.leucopsarus,Stomias.atriventer,Symbolophorus.californiensis,Symbolophorus.evermanni,Symphurus.atricaudus,Tactostoma.macropus,Tarletonbeania.crenularis,Tetragonurus.cuvieri,Trachurus.symmetricus,Triphoturus.mexicanus,Zoarcoidei,Anguilliformes1,Gonostomatidae1,Sternoptychidae1,Vinciguerria1,Scopelarchidae1,Paralepididae1,Myctophum1,Diaphus1,Nannobrachium1,Hygophum1,Macrouridae1,Ophidiiformes1,Lampridiformes1,Melamphaidae1,Syngnathus1,Sebastes1,Scorpaena1,Sebastolobus1,Cottidae1,Agonidae1,Cyclopteridae1,Paralabrax1,Sciaenidae1,Labridae1,Chiasmodon1,Clinidae1,Hypsoblennius1,Gobiidae1,Citharichthys1,Pleuronichthys1
10969,90 45 5406 HO,5406,HO,90,45,-118.9333333,32.90833333,1954,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.02,0,0,0,0,0,0,0,0,0,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.52,0,0,0,0,0,0,0,0,0,0,2.38,0,0,0,0,0,2.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,0,0,11.9,0
10970,90 60 5406 HO,5406,HO,90,60,-119.9583333,32.41666667,1954,summer,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.84,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379.62,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,413.82,0,0,0,0,0,0,0,0,0,0,3.42,0,0,0,0,0,0,30.78,0,0,0,0,0,0,0,6.84,0,0,0,0,0,0
10971,90 70 5406 HO,5406,HO,90,70,-120.6083333,32.07833333,1954,summer,0,0,0,6.26,0,0,0,12.52,0,0,0,0,0,0,0,0,0,0,0,0,0,12.52,0,0,0,6.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,719.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.8,6.26,0,0,0,0,0,0,0,0,0,6.26,0,0,0,0,0,0,25.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10972,90 80 5406 HO,5406,HO,90,80,-121.3166667,31.75,1954,summer,0,0,0,20.16,0,0,0,3.36,0,0,3.36,0,0,0,0,0,0,0,0,0,0,20.16,0,0,0,0,0,0,0,3.36,3.36,6.72,0,0,0,0,0,0,0,0,0,0,0,0,3.36,0,0,84,3.36,0,0,0,0,0,0,0,0,0,6.72,0,10.08,0,0,0,0,0,944.16,6.72,0,0,0,0,0,0,10.08,0,73.92,20.16,0,0,0,0,6.72,0,3.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10973,93.3 30 5406 HO,5406,HO,93.3,30,-117.535,32.88333333,1954,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.54,0,0,0,0,0,0,0,0,0,30.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.12,0,0,0,0,0,0,0,0,0,0,0,0,5.06,0
10974,93.3 35 5406 HO,5406,HO,93.3,35,-117.8833333,32.80333333,1954,summer,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,314.82,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.85,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10975,93.3 45 5406 HO,5406,HO,93.3,45,-118.62,32.63666667,1954,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241.53,0,0,4.98,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,7.47,0,0,0,0,0,2.49,0,0,0,0,0,0,2.49,0
10976,93.3 50 5406 HO,5406,HO,93.3,50,-118.9766667,32.555,1954,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10977,93.3 55 5406 HO,5406,HO,93.3,55,-119.36,32.43666667,1954,summer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.36,0,0,0,0,0,0,0,0,0,0,25.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,466.56,0,0,0,25.92,0,0,0,0,0,0,25.92,0,0,0,0,0,0,0,155.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.68,0,0,0,0,0,0,0,0,0,0,25.92,0,0,0
10978,93.3 60 5406 HO,5406,HO,93.3,60,-119.675,32.15833333,1954,summer,0,0,0,0,0,0,0,0,6.64,0,6.64,0,0,0,19.92,0,0,0,0,0,0,0,0,0,6.64,6.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0,265.6,6.64,0,0,0,0,0,0,0,0,0,6.64,0,0,0,0,0,0,0,185.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.48,0,0,0,0,0,0,0,0,0,0,0,13.28,0,0
10979,93.3 70 5406 HO,5406,HO,93.3,70,-120.2166667,31.65,1954,summer,0,0,0,18.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,0,2.63,0,13.15,0,0,0,0,0,0,0,2.63,0,5.26,5.26,0,0,0,0,0,0,21.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10905,76.7 55 5404 HO,5404,HO,76.7,55,-121.2266667,34.91333333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.48,0,22.16,0,0,66.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10906,80 51 5404 HO,5404,HO,80,51,-120.5416667,34.44166667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10907,80 55 5404 HO,5404,HO,80,55,-120.8,34.31666667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,20.16,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10908,80 60 5404 HO,5404,HO,80,60,-121.1933333,34.16333333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.44,4.88,0,2.44,0,0,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.08,0,0,7.32,0,0,0,0,87.84,0,0,0,0,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,0,0,0,0,31.72,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0
10909,80 70 5404 HO,5404,HO,80,70,-121.8366667,33.80666667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92,0,0,0,2.92,0,0,0,0,0,0,0,0,0,0,0,0
10910,80 80 5404 HO,5404,HO,80,80,-122.5466667,33.49666667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35,0,0,0,0,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45,0,0,0,2.45,0,0,0,0,0,0,0,0,0,0,2.45,0
10911,80 90 5404 HO,5404,HO,80,90,-123.1716667,33.16833333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,2.49,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10912,83.3 51 5404 HO,5404,HO,83.3,51,-120.1433333,33.87166667,1954,spring,0,0,0,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,0,0,4.98,0,2.49,0,0,4.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.39,0,0,7.47,0,0,0,0,0,0,0,0,0,0,0
10913,83.3 55 5404 HO,5404,HO,83.3,55,-120.4083333,33.73333333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.62,2.54,0,5.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.32,0,2.54,0,0,73.66,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54
10914,83.3 60 5404 HO,5404,HO,83.3,60,-120.86,33.705,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.91,0,0,26.19,0,0,0,0,14.55,0,0,0,0,0,5.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10915,83.3 70 5404 HO,5404,HO,83.3,70,-121.385,33.4,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,0,0,0,0,0,0,0,0,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.24,0,0,0,0,0,0,0,0,0,0,0,0,4.16,0
10916,83.3 80 5404 HO,5404,HO,83.3,80,-122.1366667,32.96666667,1954,spring,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,0,0,0,37.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.09,0,0,0,0,0,0,0,0,2.87,0,0,0,0,0,0,0,0,0,0,2.87,0
10917,83.3 90 5404 HO,5404,HO,83.3,90,-122.8333333,32.56,1954,spring,0,0,0,2.26,0,0,0,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,0,0,0,18.08,4.52,0,0,0,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0,0,36.16,0,0,0,0,0,2.26,0,4.52,0,0,0,0,0,0,0,0,0,0,6.78,0,0,0,0,6.78,0,0,0,6.78,0,0,0,0,0,0,0,0,0,0,0,0
10918,86.7 35 5404 HO,5404,HO,86.7,35,-118.62,33.83833333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10919,86.7 40 5404 HO,5404,HO,86.7,40,-118.9716667,33.66666667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10920,86.7 45 5404 HO,5404,HO,86.7,45,-119.3166667,33.505,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,2.78,0,0,5.56,0,0,0,0,8.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.16,0,0,0,0,0,0,0,0,0,0,0,0,8.34,0
10921,86.7 50 5404 HO,5404,HO,86.7,50,-119.685,33.355,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,0,0,2.03,0,0,0,0,0,0,0,0,0,0,0
10922,86.7 55 5404 HO,5404,HO,86.7,55,-120.0083333,33.16666667,1954,spring,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,89.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0
10923,86.7 60 5404 HO,5404,HO,86.7,60,-120.3466667,32.98,1954,spring,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.28,0,0,0,0,0,0,0,74.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.76,0,0,5.76,0,0,0,0,132.48,0,0,0,0,0,0,0,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.52,0,5.76,0,0,0,0,0,0,0,0,0,0,0,0
10924,86.7 70 5404 HO,5404,HO,86.7,70,-121.025,32.605,1954,spring,0,0,0,0,0,0,0,7.32,0,0,2.44,0,0,0,0,0,0,2.44,0,0,0,4.88,0,0,0,0,0,0,0,141.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.88,0,0,0,2.44,2.44,0,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10925,86.7 80 5404 HO,5404,HO,86.7,80,-121.6966667,32.24833333,1954,spring,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,208,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,28.6,2.6,0,0,0,0,0,0,7.8,0,0,0,0,0,0,0,0,0,0,18.2,0,0,0,2.6,5.2,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10926,86.7 90 5404 HO,5404,HO,86.7,90,-122.375,31.88333333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10927,90 28 5404 HO,5404,HO,90,28,-117.7783333,33.475,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0,0,0,23.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4,0,0,0,0,0,0,0,0,0,0,0,4.64,0,0
10928,90 30 5404 HO,5404,HO,90,30,-117.895,33.41,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2,8.2,0,0,8.2,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10929,90 37 5404 HO,5404,HO,90,37,-118.4033333,33.19,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97,0,0,0,0,0,2.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10930,90 45 5404 HO,5404,HO,90,45,-118.8783333,32.89166667,1954,spring,0,0,0,0,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,0,0,0,0,0,0,0,4.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,3.08,0,12.32,0,7.7,0,0,6.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08,0,0,0,0,0,0,146.3,0,3.08,0,0,0,0,0,0,0,0,0,0,0,0
10931,90 60 5404 HO,5404,HO,90,60,-119.87,32.365,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,0,0,0,0,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,0,7.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10932,90 70 5404 HO,5404,HO,90,70,-120.5666667,32.04833333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,0,0,0,2.76,0,0,0,0,0,0,0,195.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.76,0,5.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10933,90 80 5404 HO,5404,HO,90,80,-121.2716667,31.72,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,20.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,0,0,0,0,0,0,0,46.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,90 90 5404 HO,5404,HO,90,90,-122,31.38833333,1954,spring,0,0,0,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,2.85,0,0,0,0,0,37.05,5.7,0,0,5.7,0,0,0,0,0,0,14.25,0,0,0,0,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10935,93.3 30 5404 ES,5404,ES,93.3,30,-117.525,32.83333333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10936,93.3 35 5404 ES,5404,ES,93.3,35,-117.8616667,32.655,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.5,0,0,0,0,0,0,0,0,0,14.5,0,0,0,0,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,66.7,0,8.7,0,0,168.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,14.5,0
10937,93.3 40 5404 ES,5404,ES,93.3,40,-118.2083333,32.5,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.55,0,0,0,0,28.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10938,93.3 45 5404 ES,5404,ES,93.3,45,-118.5033333,32.36666667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.06,0,0,0,0,0,0,0,0,0,11.44,0,0,0,0,8.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.58,0,5.72,0,11.44,0,0,20.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154.44,0,0,0,0,0,0,0,2.86,0,0,0,0,2.86,0
10939,93.3 50 5404 ES,5404,ES,93.3,50,-118.8833333,32.16666667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.54,0,0,0,0,0,0,0,0,0,0,6.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10940,93.3 55 5404 ES,5404,ES,93.3,55,-119.2416667,31.98333333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.92,0,0,0,0,0,0,0,0,0,0,0,3.96,3.96,0
10941,93.3 60 5404 ES,5404,ES,93.3,60,-119.5916667,31.8,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.34,0,0,0,0,0,0,10.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10942,93.3 70 5404 ES,5404,ES,93.3,70,-120.3333333,31.41666667,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10943,93.3 80 5404 ES,5404,ES,93.3,80,-121.0833333,31.03333333,1954,spring,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96,0,0,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.96,0,0,0,0,0,0,0,50.66,0,0,0,0,0,0,0,0,0,0,5.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,0
